AF3_mean,AF3_std,F7_mean,F7_std,F3_mean,F3_std,FC5_mean,FC5_std,T7_mean,T7_std,P7_mean,P7_std,O1_mean,O1_std,O2_mean,O2_std,P8_mean,P8_std,T8_mean,T8_std,FC6_mean,FC6_std,F4_mean,F4_std,F8_mean,F8_std,AF4_mean,AF4_std,Label,Command
0.4837621819845438,16.834648662816967,0.04448381984788907,17.42582784356381,0.24795060480109138,17.088989552333388,0.5016445104795869,17.29673042612487,-0.012555401449462905,17.10368653222723,0.2610026916171413,16.977422098081163,0.6875198253734003,17.242799695013634,-0.3528231752366805,17.356973743131793,0.20548082852987237,17.119931223025148,-0.07834276891598235,17.42355686164924,0.1737289930917859,16.98436160286806,0.19073347084131254,17.094104594217225,0.24918340847784126,17.19564328269297,-0.1533063875129581,17.060275705847875,0,Neutral
-0.13608805137663033,20.21608868522803,0.1419802661216821,18.857815928431002,-0.0555463599542817,19.042488883036537,-0.35984011538372795,19.565760595780358,-0.16298446275225667,19.381786629144756,-0.14215102340041258,18.757812404713874,-0.037372444332380156,19.074728675931997,0.057846999718928205,19.002262146921506,0.07878357362729455,18.99253821016732,0.19845887386890074,20.11906483000969,-0.3814163406203952,19.687368379640688,-0.116763869391241,19.75901584234706,0.15177718993600994,19.065862368686155,0.1931053517018922,17.45884231265112,6,Down
1.5270688552696787,22.348359574490402,1.9688020467865683,23.666477133883976,1.9033629867043105,24.156565680942307,2.0134410494005577,23.736193683153235,1.918217883845605,23.522906859734448,2.1505753944335195,25.03512945719832,1.5664927303952827,23.714819294561224,1.834827947472719,23.850709278678437,1.9592440323605405,24.53208733256788,1.8899736351240146,23.919264510923355,1.8098992756232808,22.39793587245195,1.6558747701584315,22.50771981303308,1.9476291778009485,23.60940673693022,1.7947185140919606,24.18900267331706,0,Neutral
-1.2839215956842938,19.97592032691771,-1.619929033985054,21.307221316114983,-1.7913658226372768,21.395353267914565,-1.860526749797255,21.115480749312354,-1.6463699524663347,20.454095067468003,-1.9199404123481711,20.284379065856953,-1.6482541894380338,21.352801264461185,-1.652800417271713,21.500003165826413,-1.8180551975897665,20.552747060041764,-1.5884882790664454,21.65496135652014,-1.4406817660194626,20.210263092974838,-1.4301550090213027,20.23377584083007,-1.7754584306969678,21.085784842589756,-1.6406078578390528,23.46990820472795,5,Up
-0.33467881105480335,17.174305641008225,-0.252307953254102,17.199252182543177,-0.3655553985125142,17.268473817172342,0.08782220400304862,17.127606573505865,-0.10062391119365771,17.3878751985598,0.06578342916350768,17.084920171863494,0.03387978490867524,16.831469944067003,0.10957050460653442,17.228196455357647,-0.09584099491458661,17.404115307304064,0.05290191816120643,17.283448107638918,-0.33039392413231794,16.981206998108874,-0.22972894961189386,17.310867300686517,-0.18218937451168893,17.47919371982655,0.0743295770676361,17.193705293950995,0,Neutral
0.059904834132486984,21.948686828234603,-0.01699887943421964,21.533322162231666,0.513518939152021,21.29968240800435,-0.299748320322631,21.63993260432844,0.08212195286926793,21.425943412778896,-0.3244864129247312,21.694996739242118,0.05004042406472797,20.99468377503792,0.07613448119955829,22.050449440208894,0.13932744329412763,21.607797048560585,-0.23122114864046098,18.566158091063528,0.3812680908863778,21.871887461211756,0.17251576212428632,22.286513822211134,-0.06086996488144797,21.634797604125623,0.011109619932957171,21.36027554229479,8,Rotate_Right
0.09511610768075765,17.504332244118956,-0.09680654993235621,17.2854753680296,-0.3695712503290246,17.126658990781515,0.5338166074845803,17.26483261429257,-0.4275247928826008,17.690838386690704,0.03161255346668926,17.408992720230966,-0.05884054193506187,17.347044152561022,-0.03631524021573024,17.10140173596407,0.007180451686485234,16.966648771306925,-0.0864029502164455,17.43660732339327,-0.24940091355052166,16.964152273095298,-0.35004471061534637,17.132166281829775,-0.04205707737303434,16.96655119130706,-0.32998881579493144,17.125453955210002,0,Neutral
-0.22768843830561414,19.563607735750097,0.0388798269741856,18.99715167571026,0.3826594225411094,18.86794734061,-0.6258415987773914,19.136545504358647,0.31252281990007935,18.82238558670491,-0.08226151635549897,18.499119216597634,-0.278991280282534,18.88898152190284,0.07650282962350963,19.26474157521921,0.14861558710310296,19.277627280948032,-0.09652179393124644,21.41938231840191,-0.04297144567674015,19.258669133768727,0.06709699714439141,18.71954999305764,0.20724207832796343,19.121828083110444,-0.1752320498987645,21.257911573026586,6,Down
0.3074550469377781,17.186344449930683,0.12272907107921743,17.186185360419064,-0.26458654385788033,17.260362173064266,0.48985308023057716,17.1707519765717,-0.22310353594106166,16.880802251133247,0.1960880823729548,17.258769910566738,0.3619266088110734,17.219136741930022,0.08216766511799845,16.990471370692184,-0.18733908702399885,17.03170275825593,0.052444061687726,17.076344641875245,-0.010011512816984577,17.048692007297287,0.3524333422651456,16.949839236646557,0.19738375015493317,16.974836651118142,0.20674134340606665,16.89877510901862,0,Neutral
-0.16522571713428935,18.539245494166682,0.0528062383609387,18.667307783774888,-0.0389935505873063,20.51465587068406,-0.2827668476640352,18.289581659141394,0.29701334042021826,18.75185175196178,0.14257638558769922,18.40095442047272,0.23690542328795428,18.6421302640353,0.112518078809209,18.626595532363623,-0.07849814498546445,18.824860012992623,0.016006320863138662,18.40492824391315,0.31746043416464986,18.869323960478116,-0.3471932123588794,18.380082528267565,0.06320496074887154,18.526858647525394,0.08428102623876738,18.56272788075397,2,Right
